Nome abreviado do estrato;Código do estrato;Nome do Município;Código do Município
Central do Rio Grande do Norte;2453;Jardim de Angicos;2405504
Central do Rio Grande do Norte;2453;Jardim de Piranhas;2405603
Central do Rio Grande do Norte;2453;Jardim do Seridó;2405702
Central do Rio Grande do Norte;2453;Lagoa de Velhos;2406403
Central do Rio Grande do Norte;2453;Lagoa Nova;2406502
Central do Rio Grande do Norte;2453;Lajes;2406700
Central do Rio Grande do Norte;2453;Lajes Pintadas;2406809
Central do Rio Grande do Norte;2453;Macau;2407203
Central do Rio Grande do Norte;2453;Monte das Gameleiras;2407906
Central do Rio Grande do Norte;2453;Ouro Branco;2408508
Central do Rio Grande do Norte;2453;Parelhas;2408904
Central do Rio Grande do Norte;2453;Pedra Preta;2409605
Central do Rio Grande do Norte;2453;Pedro Avelino;2409704
Central do Rio Grande do Norte;2453;Ruy Barbosa;2411106
Central do Rio Grande do Norte;2453;Santa Cruz;2411205
Central do Rio Grande do Norte;2453;Santana do Matos;2411403
Central do Rio Grande do Norte;2453;Santana do Seridó;2411429
Central do Rio Grande do Norte;2453;São Bento do Norte;2411601
Central do Rio Grande do Norte;2453;São Bento do Trairí;2411700
Central do Rio Grande do Norte;2453;São Fernando;2411809
Central do Rio Grande do Norte;2453;São João do Sabugi;2412104
Central do Rio Grande do Norte;2453;São José do Campestre;2412302
Central do Rio Grande do Norte;2453;São José do Seridó;2412401
Central do Rio Grande do Norte;2453;São Tomé;2412906
Central do Rio Grande do Norte;2453;São Vicente;2413003
Central do Rio Grande do Norte;2453;Serra de São Bento;2413300
Central do Rio Grande do Norte;2453;Serra Negra do Norte;2413409
Central do Rio Grande do Norte;2453;Sítio Novo;2413706
Central do Rio Grande do Norte;2453;Tangará;2414001
Central do Rio Grande do Norte;2453;Tenente Laurentino Cruz;2414159
Central do Rio Grande do Norte;2453;Timbaúba dos Batistas;2414308
Centro e Sul Ocidental do Paraná;4153;Ampére;4101002
Centro e Sul Ocidental do Paraná;4153;Barracão;4102604
Centro e Sul Ocidental do Paraná;4153;Bela Vista da Caroba;4102752
Centro e Sul Ocidental do Paraná;4153;Boa Esperança do Iguaçu;4103024
Centro e Sul Ocidental do Paraná;4153;Boa Ventura de São Roque;4103040
Centro e Sul Ocidental do Paraná;4153;Bom Jesus do Sul;4103156
Centro e Sul Ocidental do Paraná;4153;Bom Sucesso do Sul;4103222
Centro e Sul Ocidental do Paraná;4153;Campina do Simão;4103958
Centro e Sul Ocidental do Paraná;4153;Candói;4104428
Centro e Sul Ocidental do Paraná;4153;Cantagalo;4104451
Centro e Sul Ocidental do Paraná;4153;Capanema;4104501
Centro e Sul Ocidental do Paraná;4153;Chopinzinho;4105409
Centro e Sul Ocidental do Paraná;4153;Clevelândia;4105706
Centro e Sul Ocidental do Paraná;4153;Coronel Domingos Soares;4106456
Centro e Sul Ocidental do Paraná;4153;Coronel Vivida;4106506
Centro e Sul Ocidental do Paraná;4153;Cruzeiro do Iguaçu;4106571
Centro e Sul Ocidental do Paraná;4153;Dois Vizinhos;4107207
Centro e Sul Ocidental do Paraná;4153;Enéas Marques;4107405
Centro e Sul Ocidental do Paraná;4153;Espigão Alto do Iguaçu;4107546
Centro e Sul Ocidental do Paraná;4153;Flor da Serra do Sul;4107850
Centro e Sul Ocidental do Paraná;4153;Francisco Beltrão;4108403
Centro e Sul Ocidental do Paraná;4153;Foz do Jordão;4108452
Centro e Sul Ocidental do Paraná;4153;Goioxim;4108650
Centro e Sul Ocidental do Paraná;4153;Guarapuava;4109401
Centro e Sul Ocidental do Paraná;4153;Honório Serpa;4109658
Centro e Sul Ocidental do Paraná;4153;Inácio Martins;4110201
Centro e Sul Ocidental do Paraná;4153;Itapejara d'Oeste;4111209
Centro e Sul Ocidental do Paraná;4153;Laranjal;4113254
Centro e Sul Ocidental do Paraná;4153;Laranjeiras do Sul;4113304
Centro e Sul Ocidental do Paraná;4153;Manfrinópolis;4114351
Centro e Sul Ocidental do Paraná;4153;Mangueirinha;4114401
Centro e Sul Ocidental do Paraná;4153;Mariópolis;4115309
Centro e Sul Ocidental do Paraná;4153;Marmeleiro;4115408
Centro e Sul Ocidental do Paraná;4153;Marquinho;4115457
Centro e Sul Ocidental do Paraná;4153;Mato Rico;4115739
Centro e Sul Ocidental do Paraná;4153;Nova Esperança do Sudoeste;4116950
Centro e Sul Ocidental do Paraná;4153;Nova Laranjeiras;4117057
Centro e Sul Ocidental do Paraná;4153;Nova Prata do Iguaçu;4117255
Centro e Sul Ocidental do Paraná;4153;Palmas;4117602
Centro e Sul Ocidental do Paraná;4153;Palmital;4117800
Centro e Sul Ocidental do Paraná;4153;Pato Branco;4118501
Centro e Sul Ocidental do Paraná;4153;Pérola d'Oeste;4119004
Centro e Sul Ocidental do Paraná;4153;Pinhal de São Bento;4119251
Centro e Sul Ocidental do Paraná;4153;Pinhão;4119301
Centro e Sul Ocidental do Paraná;4153;Pitanga;4119608
Centro e Sul Ocidental do Paraná;4153;Planalto;4119806
Centro e Sul Ocidental do Paraná;4153;Porto Barreiro;4120150
Centro e Sul Ocidental do Paraná;4153;Pranchita;4120358
Centro e Sul Ocidental do Paraná;4153;Quedas do Iguaçu;4120903
Centro e Sul Ocidental do Paraná;4153;Realeza;4121406
Centro e Sul Ocidental do Paraná;4153;Renascença;4121604
Centro e Sul Ocidental do Paraná;4153;Reserva do Iguaçu;4121752
Centro e Sul Ocidental do Paraná;4153;Rio Bonito do Iguaçu;4122156
Centro e Sul Ocidental do Paraná;4153;Salgado Filho;4122800
Centro e Sul Ocidental do Paraná;4153;Salto do Lontra;4123006
Centro e Sul Ocidental do Paraná;4153;Santa Izabel do Oeste;4123808
Centro e Sul Ocidental do Paraná;4153;Santa Maria do Oeste;4123857
Centro e Sul Ocidental do Paraná;4153;Santo Antônio do Sudoeste;4124400
Centro e Sul Ocidental do Paraná;4153;São João;4124806
Centro e Sul Ocidental do Paraná;4153;São Jorge d'Oeste;4125209
Centro e Sul Ocidental do Paraná;4153;Saudade do Iguaçu;4126272
Centro e Sul Ocidental do Paraná;4153;Sulina;4126652
Centro e Sul Ocidental do Paraná;4153;Turvo;4127965
Centro e Sul Ocidental do Paraná;4153;Verê;4128609
Centro e Sul Ocidental do Paraná;4153;Virmond;4128658
Centro e Sul Ocidental do Paraná;4153;Vitorino;4128708
Centro e Sul Oriental do Paraná;4154;Antônio Olinto;4101309
Centro e Sul Oriental do Paraná;4154;Arapoti;4101606
Centro e Sul Oriental do Paraná;4154;Bituruna;4102901
Centro e Sul Oriental do Paraná;4154;Carambeí;4104659
Centro e Sul Oriental do Paraná;4154;Castro;4104907
Centro e Sul Oriental do Paraná;4154;Cruz Machado;4106803
Centro e Sul Oriental do Paraná;4154;Fernandes Pinheiro;4107736
Centro e Sul Oriental do Paraná;4154;General Carneiro;4108502
Centro e Sul Oriental do Paraná;4154;Guamiranga;4108957
Centro e Sul Oriental do Paraná;4154;Imbaú;4110078
Centro e Sul Oriental do Paraná;4154;Imbituva;4110102
Centro e Sul Oriental do Paraná;4154;Ipiranga;4110508
Centro e Sul Oriental do Paraná;4154;Irati;4110706
Centro e Sul Oriental do Paraná;4154;Ivaí;4111407
Centro e Sul Oriental do Paraná;4154;Jaguariaíva;4112009
Centro e Sul Oriental do Paraná;4154;Mallet;4113908
Centro e Sul Oriental do Paraná;4154;Ortigueira;4117305
Centro e Sul Oriental do Paraná;4154;Palmeira;4117701
Centro e Sul Oriental do Paraná;4154;Paula Freitas;4118600
Centro e Sul Oriental do Paraná;4154;Paulo Frontin;4118709
Centro e Sul Oriental do Paraná;4154;Piraí do Sul;4119400
Centro e Sul Oriental do Paraná;4154;Ponta Grossa;4119905
Centro e Sul Oriental do Paraná;4154;Porto Amazonas;4120101
Centro e Sul Oriental do Paraná;4154;Porto Vitória;4120309
Centro e Sul Oriental do Paraná;4154;Prudentópolis;4120606
Centro e Sul Oriental do Paraná;4154;Rebouças;4121505
Centro e Sul Oriental do Paraná;4154;Reserva;4121703
Centro e Sul Oriental do Paraná;4154;Rio Azul;4122008
Centro e Sul Oriental do Paraná;4154;São João do Triunfo;4125100
Centro e Sul Oriental do Paraná;4154;São Mateus do Sul;4125605
Centro e Sul Oriental do Paraná;4154;Sengés;4126306
Centro e Sul Oriental do Paraná;4154;Teixeira Soares;4127007
Centro e Sul Oriental do Paraná;4154;Telêmaco Borba;4127106
Centro e Sul Oriental do Paraná;4154;Tibagi;4127502
Centro e Sul Oriental do Paraná;4154;União da Vitória;4128203
Centro e Sul Oriental do Paraná;4154;Ventania;4128534
Centro-Leste do Piauí;2251;Acauã;2200053
Centro-Leste do Piauí;2251;Agricolândia;2200103
Centro-Leste do Piauí;2251;Água Branca;2200202
Centro-Leste do Piauí;2251;Alagoinha do Piauí;2200251
Centro-Leste do Piauí;2251;Alegrete do Piauí;2200277
Centro-Leste do Piauí;2251;Amarante;2200509
Centro-Leste do Piauí;2251;Angical do Piauí;2200608
Centro-Leste do Piauí;2251;Aroazes;2200905
Centro-Leste do Piauí;2251;Aroeiras do Itaim;2200954
Centro-Leste do Piauí;2251;Arraial;2201002
Centro-Leste do Piauí;2251;Barra D'Alcântara;2201176
Centro-Leste do Piauí;2251;Barro Duro;2201408
Centro-Leste do Piauí;2251;Bela Vista do Piauí;2201556
Centro-Leste do Piauí;2251;Belém do Piauí;2201572
Centro-Leste do Piauí;2251;Betânia do Piauí;2201739
Centro-Leste do Piauí;2251;Bocaina;2201804
Centro-Leste do Piauí;2251;Cajazeiras do Piauí;2202075
Centro-Leste do Piauí;2251;Caldeirão Grande do Piauí;2202091
Centro-Leste do Piauí;2251;Campinas do Piauí;2202109
Centro-Leste do Piauí;2251;Campo Alegre do Fidalgo;2202117
Centro-Leste do Piauí;2251;Campo Grande do Piauí;2202133
Centro-Leste do Piauí;2251;Capitão Gervásio Oliveira;2202455
Centro-Leste do Piauí;2251;Caridade do Piauí;2202554
Centro-Leste do Piauí;2251;Colônia do Piauí;2202778
Centro-Leste do Piauí;2251;Conceição do Canindé;2202802
Centro-Leste do Piauí;2251;Curral Novo do Piauí;2203271
Centro-Leste do Piauí;2251;Dom Expedito Lopes;2203404
Centro-Leste do Piauí;2251;Elesbão Veloso;2203503
Centro-Leste do Piauí;2251;Floresta do Piauí;2203859
Centro-Leste do Piauí;2251;Francinópolis;2204006
Centro-Leste do Piauí;2251;Francisco Ayres;2204105
Centro-Leste do Piauí;2251;Francisco Macedo;2204154
Centro-Leste do Piauí;2251;Francisco Santos;2204204
Centro-Leste do Piauí;2251;Fronteiras;2204303
Centro-Leste do Piauí;2251;Geminiano;2204352
Centro-Leste do Piauí;2251;Hugo Napoleão;2204600
Centro-Leste do Piauí;2251;Inhuma;2204709
Centro-Leste do Piauí;2251;Ipiranga do Piauí;2204808
Centro-Leste do Piauí;2251;Isaías Coelho;2204907
Centro-Leste do Piauí;2251;Itainópolis;2205003
Centro-Leste do Piauí;2251;Jacobina do Piauí;2205151
Centro-Leste do Piauí;2251;Jaicós;2205201
Centro-Leste do Piauí;2251;Jardim do Mulato;2205250
Centro-Leste do Piauí;2251;João Costa;2205359
Centro-Leste do Piauí;2251;Lagoinha do Piauí;2205540
Centro-Leste do Piauí;2251;Lagoa do Barro do Piauí;2205565
Centro-Leste do Piauí;2251;Lagoa do Sítio;2205599
Centro-Leste do Piauí;2251;Marcolândia;2205953
Centro-Leste do Piauí;2251;Massapê do Piauí;2206050
Centro-Leste do Piauí;2251;Monsenhor Hipólito;2206506
Centro-Leste do Piauí;2251;Novo Oriente do Piauí;2206902
Centro-Leste do Piauí;2251;Oeiras;2207009
Centro-Leste do Piauí;2251;Olho D'Água do Piauí;2207108
Centro-Leste do Piauí;2251;Padre Marcos;2207207
Centro-Leste do Piauí;2251;Paes Landim;2207306
Centro-Leste do Piauí;2251;Palmeirais;2207504
Centro-Leste do Piauí;2251;Paquetá;2207553
Centro-Leste do Piauí;2251;Passagem Franca do Piauí;2207751
Centro-Leste do Piauí;2251;Patos do Piauí;2207777
Centro-Leste do Piauí;2251;Paulistana;2207801
Centro-Leste do Piauí;2251;Pedro Laurentino;2207934
Centro-Leste do Piauí;2251;Nova Santa Rita;2207959
Centro-Leste do Piauí;2251;Picos;2208007
Centro-Leste do Piauí;2251;Pimenteiras;2208106
Centro-Leste do Piauí;2251;Pio IX;2208205
Centro-Leste do Piauí;2251;Prata do Piauí;2208601
Centro-Leste do Piauí;2251;Queimada Nova;2208650
Centro-Leste do Piauí;2251;Regeneração;2208809
Centro-Leste do Piauí;2251;Ribeira do Piauí;2208874
Centro-Leste do Piauí;2251;Santa Cruz do Piauí;2209104
Centro-Leste do Piauí;2251;Santa Cruz dos Milagres;2209153
Centro-Leste do Piauí;2251;Santana do Piauí;2209351
Centro-Leste do Piauí;2251;Santa Rosa do Piauí;2209377
Centro-Leste do Piauí;2251;Santo Antônio de Lisboa;2209401
Centro-Leste do Piauí;2251;Santo Antônio dos Milagres;2209450
Centro-Leste do Piauí;2251;Santo Inácio do Piauí;2209500
Centro-Leste do Piauí;2251;São Félix do Piauí;2209609
Centro-Leste do Piauí;2251;São Francisco de Assis do Piauí;2209658
Centro-Leste do Piauí;2251;São Gonçalo do Piauí;2209807
Centro-Leste do Piauí;2251;São João da Canabrava;2209856
Centro-Leste do Piauí;2251;São João da Varjota;2209955
Centro-Leste do Piauí;2251;São João do Piauí;2210003
Centro-Leste do Piauí;2251;São José do Piauí;2210201
Centro-Leste do Piauí;2251;São Julião;2210300
Centro-Leste do Piauí;2251;São Luis do Piauí;2210375
Centro-Leste do Piauí;2251;São Miguel da Baixa Grande;2210383
Centro-Leste do Piauí;2251;São Pedro do Piauí;2210508
Centro-Leste do Piauí;2251;Simões;2210706
Centro-Leste do Piauí;2251;Simplício Mendes;2210805
Centro-Leste do Piauí;2251;Socorro do Piauí;2210904
Centro-Leste do Piauí;2251;Sussuapara;2210938
Centro-Leste do Piauí;2251;Tanque do Piauí;2210979
Centro-Leste do Piauí;2251;Valença do Piauí;2211308
Centro-Leste do Piauí;2251;Várzea Grande;2211407
Centro-Leste do Piauí;2251;Vera Mendes;2211506
Centro-Leste do Piauí;2251;Vila Nova do Piauí;2211605
Centro-Leste do Piauí;2251;Wall Ferraz;2211704
Centro-Norte da Bahia;2953;Água Fria;2900405
Centro-Norte da Bahia;2953;América Dourada;2901155
Centro-Norte da Bahia;2953;Anguera;2901502
Centro-Norte da Bahia;2953;Antônio Cardoso;2901700
Centro-Norte da Bahia;2953;Araci;2902104
Centro-Norte da Bahia;2953;Baixa Grande;2902609
Centro-Norte da Bahia;2953;Barra do Mendes;2903003
Centro-Norte da Bahia;2953;Barro Alto;2903235
Centro-Norte da Bahia;2953;Barrocas;2903276
Centro-Norte da Bahia;2953;Biritinga;2903607
Centro-Norte da Bahia;2953;Boa Vista do Tupim;2903805
Centro-Norte da Bahia;2953;Caém;2905107
Centro-Norte da Bahia;2953;Cafarnaum;2905305
Centro-Norte da Bahia;2953;Caldeirão Grande;2905503
Centro-Norte da Bahia;2953;Canarana;2906204
Centro-Norte da Bahia;2953;Candeal;2906402
Centro-Norte da Bahia;2953;Capela do Alto Alegre;2906857
Centro-Norte da Bahia;2953;Capim Grosso;2906873
Centro-Norte da Bahia;2953;Central;2907608
Centro-Norte da Bahia;2953;Conceição da Feira;2908200
Centro-Norte da Bahia;2953;Conceição do Coité;2908408
Centro-Norte da Bahia;2953;Conceição do Jacuípe;2908507
Centro-Norte da Bahia;2953;Coração de Maria;2908903
Centro-Norte da Bahia;2953;Elísio Medrado;2910305
Centro-Norte da Bahia;2953;Feira de Santana;2910800
Centro-Norte da Bahia;2953;Gavião;2911253
Centro-Norte da Bahia;2953;Gentio do Ouro;2911303
Centro-Norte da Bahia;2953;Iaçu;2911907
Centro-Norte da Bahia;2953;Ibipeba;2912400
Centro-Norte da Bahia;2953;Ibiquera;2912608
Centro-Norte da Bahia;2953;Ibititá;2913101
Centro-Norte da Bahia;2953;Ichu;2913309
Centro-Norte da Bahia;2953;Ipecaetá;2913804
Centro-Norte da Bahia;2953;Ipirá;2914000
Centro-Norte da Bahia;2953;Iraquara;2914406
Centro-Norte da Bahia;2953;Irará;2914505
Centro-Norte da Bahia;2953;Irecê;2914604
Centro-Norte da Bahia;2953;Itaberaba;2914703
Centro-Norte da Bahia;2953;Itatim;2916856
Centro-Norte da Bahia;2953;Jacobina;2917508
Centro-Norte da Bahia;2953;João Dourado;2918357
Centro-Norte da Bahia;2953;Jussara;2918506
Centro-Norte da Bahia;2953;Lajedinho;2919009
Centro-Norte da Bahia;2953;Lamarão;2919108
Centro-Norte da Bahia;2953;Lapão;2919157
Centro-Norte da Bahia;2953;Macajuba;2919603
Centro-Norte da Bahia;2953;Mairi;2920106
Centro-Norte da Bahia;2953;Miguel Calmon;2921203
Centro-Norte da Bahia;2953;Mirangaba;2921401
Centro-Norte da Bahia;2953;Morro do Chapéu;2921708
Centro-Norte da Bahia;2953;Mulungu do Morro;2922052
Centro-Norte da Bahia;2953;Mundo Novo;2922102
Centro-Norte da Bahia;2953;Nova Fátima;2922730
Centro-Norte da Bahia;2953;Ouriçangas;2923308
Centro-Norte da Bahia;2953;Ourolândia;2923357
Centro-Norte da Bahia;2953;Pé de Serra;2924058
Centro-Norte da Bahia;2953;Pedrão;2924108
Centro-Norte da Bahia;2953;Pintadas;2924652
Centro-Norte da Bahia;2953;Piritiba;2924801
Centro-Norte da Bahia;2953;Ponto Novo;2925253
Centro-Norte da Bahia;2953;Presidente Dutra;2925600
Centro-Norte da Bahia;2953;Quixabeira;2925931
Centro-Norte da Bahia;2953;Rafael Jambeiro;2925956
Centro-Norte da Bahia;2953;Retirolândia;2926103
Centro-Norte da Bahia;2953;Riachão do Jacuípe;2926301
Centro-Norte da Bahia;2953;Ruy Barbosa;2927200
Centro-Norte da Bahia;2953;Santa Bárbara;2927507
Centro-Norte da Bahia;2953;Santaluz;2928000
Centro-Norte da Bahia;2953;Santanópolis;2928307
Centro-Norte da Bahia;2953;Santa Teresinha;2928505
Centro-Norte da Bahia;2953;Santo Estêvão;2928802
Centro-Norte da Bahia;2953;São Domingos;2928950
Centro-Norte da Bahia;2953;São Gabriel;2929255
Centro-Norte da Bahia;2953;São Gonçalo dos Campos;2929305
Centro-Norte da Bahia;2953;São José do Jacuípe;2929370
Centro-Norte da Bahia;2953;Saúde;2929800
Centro-Norte da Bahia;2953;Serra Preta;2930402
Centro-Norte da Bahia;2953;Serrinha;2930501
Centro-Norte da Bahia;2953;Serrolândia;2930600
Centro-Norte da Bahia;2953;Souto Soares;2930808
Centro-Norte da Bahia;2953;Tanquinho;2931103
Centro-Norte da Bahia;2953;Tapiramutá;2931301
Centro-Norte da Bahia;2953;Teodoro Sampaio;2931400
Centro-Norte da Bahia;2953;Teofilândia;2931509
Centro-Norte da Bahia;2953;Uibaí;2932408
Centro-Norte da Bahia;2953;Valente;2933000
Centro-Norte da Bahia;2953;Várzea da Roça;2933059
Centro-Norte da Bahia;2953;Várzea do Poço;2933109
Centro-Norte da Bahia;2953;Várzea Nova;2933158
Centro-Oeste de Goiás;5253;Adelândia;5200159
Centro-Oeste de Goiás;5253;Americano do Brasil;5200852
Centro-Oeste de Goiás;5253;Amorinópolis;5200902
Centro-Oeste de Goiás;5253;Anápolis;5201108
Centro-Oeste de Goiás;5253;Anicuns;5201306
Centro-Oeste de Goiás;5253;Araçu;5201603
Centro-Oeste de Goiás;5253;Aragarças;5201702
Centro-Oeste de Goiás;5253;Araguapaz;5202155
Centro-Oeste de Goiás;5253;Arenópolis;5202353
Centro-Oeste de Goiás;5253;Aruanã;5202502
Centro-Oeste de Goiás;5253;Aurilândia;5202601
Centro-Oeste de Goiás;5253;Avelinópolis;5202809
Centro-Oeste de Goiás;5253;Baliza;5203104
Centro-Oeste de Goiás;5253;Barro Alto;5203203
Centro-Oeste de Goiás;5253;Bom Jardim de Goiás;5203401
Centro-Oeste de Goiás;5253;Britânia;5203807
Centro-Oeste de Goiás;5253;Buriti de Goiás;5203939
Centro-Oeste de Goiás;5253;Cachoeira de Goiás;5204201
Centro-Oeste de Goiás;5253;Campo Limpo de Goiás;5204854
Centro-Oeste de Goiás;5253;Carmo do Rio Verde;5205000
Centro-Oeste de Goiás;5253;Ceres;5205406
Centro-Oeste de Goiás;5253;Córrego do Ouro;5205703
Centro-Oeste de Goiás;5253;Damolândia;5206800
Centro-Oeste de Goiás;5253;Diorama;5207105
Centro-Oeste de Goiás;5253;Faina;5207535
Centro-Oeste de Goiás;5253;Fazenda Nova;5207600
Centro-Oeste de Goiás;5253;Firminópolis;5207808
Centro-Oeste de Goiás;5253;Goianésia;5208608
Centro-Oeste de Goiás;5253;Goiás;5208905
Centro-Oeste de Goiás;5253;Guaraíta;5209291
Centro-Oeste de Goiás;5253;Guarinos;5209457
Centro-Oeste de Goiás;5253;Heitoraí;5209606
Centro-Oeste de Goiás;5253;Hidrolina;5209804
Centro-Oeste de Goiás;5253;Ipiranga de Goiás;5210158
Centro-Oeste de Goiás;5253;Iporá;5210208
Centro-Oeste de Goiás;5253;Israelândia;5210307
Centro-Oeste de Goiás;5253;Itaberaí;5210406
Centro-Oeste de Goiás;5253;Itaguari;5210562
Centro-Oeste de Goiás;5253;Itaguaru;5210604
Centro-Oeste de Goiás;5253;Itapaci;5210901
Centro-Oeste de Goiás;5253;Itapirapuã;5211008
Centro-Oeste de Goiás;5253;Itapuranga;5211206
Centro-Oeste de Goiás;5253;Itauçu;5211404
Centro-Oeste de Goiás;5253;Ivolândia;5211602
Centro-Oeste de Goiás;5253;Jaraguá;5211800
Centro-Oeste de Goiás;5253;Jaupaci;5212006
Centro-Oeste de Goiás;5253;Jesúpolis;5212055
Centro-Oeste de Goiás;5253;Jussara;5212204
Centro-Oeste de Goiás;5253;Leopoldo de Bulhões;5212303
Centro-Oeste de Goiás;5253;Matrinchã;5212956
Centro-Oeste de Goiás;5253;Moiporá;5213400
Centro-Oeste de Goiás;5253;Montes Claros de Goiás;5213707
Centro-Oeste de Goiás;5253;Morro Agudo de Goiás;5213855
Centro-Oeste de Goiás;5253;Mossâmedes;5213905
Centro-Oeste de Goiás;5253;Nazário;5214408
Centro-Oeste de Goiás;5253;Nova América;5214705
Centro-Oeste de Goiás;5253;Nova Glória;5214861
Centro-Oeste de Goiás;5253;Novo Brasil;5215207
Centro-Oeste de Goiás;5253;Ouro Verde de Goiás;5215405
Centro-Oeste de Goiás;5253;Petrolina de Goiás;5216809
Centro-Oeste de Goiás;5253;Pilar de Goiás;5216908
Centro-Oeste de Goiás;5253;Piranhas;5217203
Centro-Oeste de Goiás;5253;Rialma;5218607
Centro-Oeste de Goiás;5253;Rianápolis;5218706
Centro-Oeste de Goiás;5253;Rubiataba;5218904
Centro-Oeste de Goiás;5253;Sanclerlândia;5219001
Centro-Oeste de Goiás;5253;Santa Bárbara de Goiás;5219100
Centro-Oeste de Goiás;5253;Santa Fé de Goiás;5219258
Centro-Oeste de Goiás;5253;Santa Isabel;5219357
Centro-Oeste de Goiás;5253;Santa Rita do Novo Destino;5219456
Centro-Oeste de Goiás;5253;Santa Rosa de Goiás;5219506
Centro-Oeste de Goiás;5253;São Francisco de Goiás;5219902
Centro-Oeste de Goiás;5253;São Luís de Montes Belos;5220108
Centro-Oeste de Goiás;5253;São Luíz do Norte;5220157
Centro-Oeste de Goiás;5253;São Patrício;5220280
Centro-Oeste de Goiás;5253;Taquaral de Goiás;5221007
Centro-Oeste de Goiás;5253;Turvânia;5221502
Centro-Oeste de Goiás;5253;Uruana;5221700
Centro-Oeste de Goiás;5253;Vila Propício;5222302
Centro-Oeste Maranhense;2151;Altamira do Maranhão;2100402
Centro-Oeste Maranhense;2151;Alto Alegre do Pindaré;2100477
Centro-Oeste Maranhense;2151;Amapá do Maranhão;2100550
Centro-Oeste Maranhense;2151;Araguanã;2100873
Centro-Oeste Maranhense;2151;Bacabal;2101202
Centro-Oeste Maranhense;2151;Bernardo do Mearim;2101939
Centro-Oeste Maranhense;2151;Boa Vista do Gurupi;2101970
Centro-Oeste Maranhense;2151;Bom Jardim;2102002
Centro-Oeste Maranhense;2151;Bom Jesus das Selvas;2102036
Centro-Oeste Maranhense;2151;Bom Lugar;2102077
Centro-Oeste Maranhense;2151;Brejo de Areia;2102150
Centro-Oeste Maranhense;2151;Buriticupu;2102325
Centro-Oeste Maranhense;2151;Cândido Mendes;2102606
Centro-Oeste Maranhense;2151;Carutapera;2102903
Centro-Oeste Maranhense;2151;Centro do Guilherme;2103158
Centro-Oeste Maranhense;2151;Centro Novo do Maranhão;2103174
Centro-Oeste Maranhense;2151;Esperantinópolis;2104008
Centro-Oeste Maranhense;2151;Godofredo Viana;2104305
Centro-Oeste Maranhense;2151;Governador Newton Bello;2104651
Centro-Oeste Maranhense;2151;Governador Nunes Freire;2104677
Centro-Oeste Maranhense;2151;Igarapé Grande;2105203
Centro-Oeste Maranhense;2151;Junco do Maranhão;2105658
Centro-Oeste Maranhense;2151;Lago da Pedra;2105708
Centro-Oeste Maranhense;2151;Lago do Junco;2105807
Centro-Oeste Maranhense;2151;Lago Verde;2105906
Centro-Oeste Maranhense;2151;Lago dos Rodrigues;2105948
Centro-Oeste Maranhense;2151;Lagoa Grande do Maranhão;2105963
Centro-Oeste Maranhense;2151;Lima Campos;2106003
Centro-Oeste Maranhense;2151;Luís Domingues;2106201
Centro-Oeste Maranhense;2151;Maracaçumé;2106326
Centro-Oeste Maranhense;2151;Marajá do Sena;2106359
Centro-Oeste Maranhense;2151;Maranhãozinho;2106375
Centro-Oeste Maranhense;2151;Nova Olinda do Maranhão;2107357
Centro-Oeste Maranhense;2151;Olho d'Água das Cunhãs;2107407
Centro-Oeste Maranhense;2151;Paulo Ramos;2108108
Centro-Oeste Maranhense;2151;Pedreiras;2108207
Centro-Oeste Maranhense;2151;Pindaré-Mirim;2108504
Centro-Oeste Maranhense;2151;Pio XII;2108702
Centro-Oeste Maranhense;2151;Poção de Pedras;2108900
Centro-Oeste Maranhense;2151;Presidente Médici;2109239
Centro-Oeste Maranhense;2151;Santa Inês;2109908
Centro-Oeste Maranhense;2151;Santa Luzia;2110005
Centro-Oeste Maranhense;2151;Santa Luzia do Paruá;2110039
Centro-Oeste Maranhense;2151;Santo Antônio dos Lopes;2110302
Centro-Oeste Maranhense;2151;São João do Carú;2111029
Centro-Oeste Maranhense;2151;São Luís Gonzaga do Maranhão;2111409
Centro-Oeste Maranhense;2151;São Mateus do Maranhão;2111508
Centro-Oeste Maranhense;2151;São Raimundo do Doca Bezerra;2111631
Centro-Oeste Maranhense;2151;São Roberto;2111672
Centro-Oeste Maranhense;2151;Satubinha;2111722
Centro-Oeste Maranhense;2151;Trizidela do Vale;2112233
Centro-Oeste Maranhense;2151;Tufilândia;2112274
Centro-Oeste Maranhense;2151;Turiaçu;2112407
Centro-Oeste Maranhense;2151;Turilândia;2112456
Centro-Oeste Maranhense;2151;Vitorino Freire;2113009
Centro-Oeste Maranhense;2151;Zé Doca;2114007
Centro-Sul da Bahia;2956;Abaíra;2900108
Centro-Sul da Bahia;2956;Érico Cardoso;2900504
Centro-Sul da Bahia;2956;Aiquara;2900603
Centro-Sul da Bahia;2956;Amargosa;2901007
Centro-Sul da Bahia;2956;Anagé;2901205
Centro-Sul da Bahia;2956;Andaraí;2901304
Centro-Sul da Bahia;2956;Apuarema;2901957
Centro-Sul da Bahia;2956;Aracatu;2902005
Centro-Sul da Bahia;2956;Barra da Estiva;2902807
Centro-Sul da Bahia;2956;Barra do Choça;2902906
Centro-Sul da Bahia;2956;Belo Campo;2903508
Centro-Sul da Bahia;2956;Boa Nova;2903706
Centro-Sul da Bahia;2956;Bom Jesus da Serra;2903953
Centro-Sul da Bahia;2956;Boninal;2904001
